,model,male_dist,split,architecture
873,873.pth,0.97,0,a4
874,874.pth,0.65,0,a4
875,875.pth,0.95,0,a4
876,876.pth,0.2,0,a4
877,877.pth,0.97,0,a4
878,878.pth,0.36,0,a4
879,879.pth,0.86,0,a4
880,880.pth,0.25,0,a4
881,881.pth,0.76,0,a4
882,882.pth,0.51,0,a4
883,883.pth,0.8,0,a4
884,884.pth,0.66,0,a4
885,885.pth,0.93,0,a4
886,886.pth,0.35,0,a4
887,887.pth,0.91,0,a4
888,888.pth,0.18,0,a4
889,889.pth,0.9,0,a4
890,890.pth,0.69,0,a4
891,891.pth,0.79,0,a4
892,892.pth,0.5,0,a4
893,893.pth,0.98,0,a4
894,894.pth,0.12,0,a4
895,895.pth,0.94,0,a4
896,896.pth,0.29,0,a4
897,897.pth,0.93,0,a4
898,898.pth,0.49,0,a4
899,899.pth,0.89,0,a4
900,900.pth,0.3,0,a4
901,901.pth,0.73,0,a4
902,902.pth,0.15,0,a4
903,903.pth,0.99,0,a4
904,904.pth,0.69,0,a4
905,905.pth,0.9,0,a4
906,906.pth,0.49,0,a4
907,907.pth,0.72,0,a4
908,908.pth,0.49,0,a4
909,909.pth,0.87,0,a4
910,910.pth,0.63,0,a4
911,911.pth,0.83,0,a4
912,912.pth,0.56,0,a4
913,913.pth,0.88,0,a4
914,914.pth,0.54,0,a4
915,915.pth,0.96,0,a4
916,916.pth,0.59,0,a4
917,917.pth,0.73,0,a4
918,918.pth,0.61,0,a4
919,919.pth,0.89,0,a4
920,920.pth,0.47,0,a4
921,921.pth,0.76,0,a4
922,922.pth,0.38,0,a4
923,923.pth,0.83,0,a4
924,924.pth,0.28,0,a4
925,925.pth,0.78,0,a4
926,926.pth,0.19,0,a4
927,927.pth,0.73,0,a4
928,928.pth,0.28,0,a4
929,929.pth,0.7,0,a4
930,930.pth,0.09,0,a4
931,931.pth,0.73,0,a4
932,932.pth,0.2,0,a4
933,933.pth,0.82,0,a4
934,934.pth,0.52,0,a4
935,935.pth,0.99,0,a4
936,936.pth,0.12,0,a4
937,937.pth,0.97,0,a4
938,938.pth,0.3,0,a4
939,939.pth,0.87,0,a4
940,940.pth,0.2,0,a4
941,941.pth,0.79,0,a4
942,942.pth,0.28,0,a4
943,943.pth,0.9,0,a4
944,944.pth,0.28,0,a4
945,945.pth,0.85,0,a4
946,946.pth,0.2,0,a4
947,947.pth,0.72,0,a4
948,948.pth,0.58,0,a4
949,949.pth,0.75,0,a4
950,950.pth,0.61,0,a4
951,951.pth,0.71,0,a4
952,952.pth,0.44,0,a4
953,953.pth,0.71,0,a4
954,954.pth,0.48,0,a4
955,955.pth,0.98,0,a4
956,956.pth,0.47,0,a4
957,957.pth,0.81,0,a4
958,958.pth,0.45,0,a4
959,959.pth,1.0,0,a4
960,960.pth,0.24,0,a4
961,961.pth,0.84,0,a4
962,962.pth,0.46,0,a4
963,963.pth,0.77,0,a4
964,964.pth,0.42,0,a4
965,965.pth,0.87,0,a4
966,966.pth,0.2,0,a4
967,967.pth,0.73,0,a4
968,968.pth,0.59,0,a4
969,969.pth,0.73,0,a4
970,970.pth,0.6,0,a4
971,971.pth,0.77,0,a4
972,972.pth,0.44,0,a4
973,973.pth,0.72,0,a4
974,974.pth,0.14,0,a4
975,975.pth,0.97,0,a4
976,976.pth,0.53,0,a4
977,977.pth,0.84,0,a4
978,978.pth,0.43,0,a4
979,979.pth,0.8,0,a4
980,980.pth,0.33,0,a4
981,981.pth,0.72,0,a4
982,982.pth,0.21,0,a4
983,983.pth,0.95,0,a4
984,984.pth,0.02,0,a4
985,985.pth,0.95,0,a4
986,986.pth,0.6,0,a4
987,987.pth,0.92,0,a4
988,988.pth,0.61,0,a4
989,989.pth,0.95,0,a4
990,990.pth,0.48,0,a4
991,991.pth,0.86,0,a4
992,992.pth,0.24,0,a4
993,993.pth,0.79,0,a4
994,994.pth,0.42,0,a4
995,995.pth,0.84,0,a4
996,996.pth,0.69,0,a4
997,997.pth,0.86,0,a4
998,998.pth,0.3,0,a4
999,999.pth,0.99,0,a4
1000,1000.pth,0.32,0,a4
1001,1001.pth,0.83,0,a4
1002,1002.pth,0.55,0,a4
1003,1003.pth,0.74,0,a4
1004,1004.pth,0.22,0,a4
1005,1005.pth,0.82,0,a4
1006,1006.pth,0.14,0,a4
1007,1007.pth,0.87,0,a4
1008,1008.pth,0.25,0,a4
1009,1009.pth,0.92,0,a4
1010,1010.pth,0.24,0,a4
1011,1011.pth,0.72,0,a4
1012,1012.pth,0.36,0,a4
1013,1013.pth,0.88,0,a4
1014,1014.pth,0.27,0,a4
1015,1015.pth,0.73,0,a4
1016,1016.pth,0.32,0,a4
1017,1017.pth,0.74,0,a4
1018,1018.pth,0.4,0,a4
1019,1019.pth,0.75,0,a4
1020,1020.pth,0.43,0,a4
1021,1021.pth,0.8,0,a4
1022,1022.pth,0.02,0,a4
1023,1023.pth,0.99,0,a4
1024,1024.pth,0.44,0,a4
1025,1025.pth,0.76,0,a4
1026,1026.pth,0.66,0,a4
1027,1027.pth,0.82,0,a4
1028,1028.pth,0.66,0,a4
1029,1029.pth,0.72,0,a4
1030,1030.pth,0.39,0,a4
1031,1031.pth,0.88,0,a4
1032,1032.pth,0.52,0,a4
1033,1033.pth,0.92,0,a4
1034,1034.pth,0.21,0,a4
1035,1035.pth,0.76,0,a4
1036,1036.pth,0.62,0,a4
1037,1037.pth,0.97,0,a4
1038,1038.pth,0.64,0,a4
1039,1039.pth,0.92,0,a4
1040,1040.pth,0.06,0,a4
1041,1041.pth,0.97,0,a4
1042,1042.pth,0.27,0,a4
1043,1043.pth,0.73,0,a4
1044,1044.pth,0.36,0,a4
1045,1045.pth,0.76,0,a4
1046,1046.pth,0.39,0,a4
1047,1047.pth,0.82,0,a4
1048,1048.pth,0.6,0,a4
1049,1049.pth,0.93,0,a4
1050,1050.pth,0.52,0,a4
1051,1051.pth,0.86,0,a4
1052,1052.pth,0.62,0,a4
1053,1053.pth,0.78,0,a4
1054,1054.pth,0.25,0,a4
1055,1055.pth,0.74,0,a4
1056,1056.pth,0.38,0,a4
1057,1057.pth,0.87,0,a4
1058,1058.pth,0.3,0,a4
1059,1059.pth,1.0,0,a4
1060,1060.pth,0.36,0,a4
1061,1061.pth,0.85,0,a4
1062,1062.pth,0.02,0,a4
1063,1063.pth,0.87,0,a4
1064,1064.pth,0.06,0,a4
1065,1065.pth,0.79,0,a4
1066,1066.pth,0.58,0,a4
1067,1067.pth,0.82,0,a4
1068,1068.pth,0.2,0,a4
1069,1069.pth,0.83,0,a4
1070,1070.pth,0.15,0,a4
1071,1071.pth,0.78,0,a4
1072,1072.pth,0.17,0,a4
1073,1073.pth,0.71,0,a4
1074,1074.pth,0.2,0,a4
1075,1075.pth,0.76,0,a4
1076,1076.pth,0.13,0,a4
1077,1077.pth,0.97,0,a4
1078,1078.pth,0.05,0,a4
1079,1079.pth,0.82,0,a4
1080,1080.pth,0.35,0,a4
1081,1081.pth,0.98,0,a4
1082,1082.pth,0.62,0,a4
1083,1083.pth,0.89,0,a4
1084,1084.pth,0.02,0,a4
1085,1085.pth,0.74,0,a4
1086,1086.pth,0.05,0,a4
1087,1087.pth,0.75,0,a4
1088,1088.pth,0.18,0,a4
1089,1089.pth,0.72,0,a4
1090,1090.pth,0.2,0,a4
1091,1091.pth,0.93,0,a4
1092,1092.pth,0.3,0,a4
1093,1093.pth,1.0,0,a4
1094,1094.pth,0.52,0,a4
1095,1095.pth,0.89,0,a4
1096,1096.pth,0.04,0,a4
1097,1097.pth,0.92,0,a4
1098,1098.pth,0.62,0,a4
1099,1099.pth,0.97,0,a4
1100,1100.pth,0.64,0,a4
1101,1101.pth,0.88,0,a4
1102,1102.pth,0.62,0,a4
1103,1103.pth,0.98,0,a4
1104,1104.pth,0.66,0,a4
1105,1105.pth,0.96,0,a4
1106,1106.pth,0.18,0,a4
1107,1107.pth,0.74,0,a4
1108,1108.pth,0.0,0,a4
1109,1109.pth,0.95,0,a4
1110,1110.pth,0.45,0,a4
1111,1111.pth,0.71,0,a4
1112,1112.pth,0.24,0,a4
1113,1113.pth,0.8,0,a4
1114,1114.pth,0.36,0,a4
1115,1115.pth,0.79,0,a4
1116,1116.pth,0.06,0,a4
1117,1117.pth,0.92,0,a4
1118,1118.pth,0.09,0,a4
1119,1119.pth,0.94,0,a4
1120,1120.pth,0.35,0,a4
1121,1121.pth,0.95,0,a4
1122,1122.pth,0.49,0,a4
1123,1123.pth,0.78,0,a4
1124,1124.pth,0.58,0,a4
1125,1125.pth,0.81,0,a4
1126,1126.pth,0.36,0,a4
1127,1127.pth,0.78,0,a4
1128,1128.pth,0.61,0,a4
1129,1129.pth,0.85,0,a4
1130,1130.pth,0.45,0,a4
1131,1131.pth,0.8,0,a4
1132,1132.pth,0.0,0,a4
1133,1133.pth,0.81,0,a4
1134,1134.pth,0.29,0,a4
1135,1135.pth,0.83,0,a4
1136,1136.pth,0.18,0,a4
1137,1137.pth,0.76,0,a4
1138,1138.pth,0.48,0,a4
1139,1139.pth,0.96,0,a4
1140,1140.pth,0.14,0,a4
1141,1141.pth,0.76,0,a4
1142,1142.pth,0.48,0,a4
1143,1143.pth,0.79,0,a4
1144,1144.pth,0.14,0,a4
1145,1145.pth,0.77,0,a4
1146,1146.pth,0.5,0,a4
1147,1147.pth,0.91,0,a4
1148,1148.pth,0.11,0,a4
1149,1149.pth,0.86,0,a4
1150,1150.pth,0.03,0,a4
1151,1151.pth,0.94,0,a4
1152,1152.pth,0.26,0,a4
1153,1153.pth,0.72,0,a4
1154,1154.pth,0.14,0,a4
1155,1155.pth,0.92,0,a4
1156,1156.pth,0.38,0,a4
1157,1157.pth,0.8,0,a4
1158,1158.pth,0.45,0,a4
1159,1159.pth,0.78,0,a4
1160,1160.pth,0.17,0,a4
1161,1161.pth,0.82,0,a4
1162,1162.pth,0.13,0,a4
1163,1163.pth,0.85,0,a4
1164,1164.pth,0.26,0,a4
1165,1165.pth,0.9,0,a4
1166,1166.pth,0.53,0,a4
1167,1167.pth,0.97,0,a4
1168,1168.pth,0.14,0,a4
1169,1169.pth,0.87,0,a4
1170,1170.pth,0.58,0,a4
1171,1171.pth,0.98,0,a4
1172,1172.pth,0.56,0,a4
1173,1173.pth,0.84,0,a4
1174,1174.pth,0.37,0,a4
1175,1175.pth,0.89,0,a4
1176,1176.pth,0.6,0,a4
1177,1177.pth,0.96,0,a4
1178,1178.pth,0.25,0,a4
1179,1179.pth,0.76,0,a4
1180,1180.pth,0.65,0,a4
1181,1181.pth,0.77,0,a4
1182,1182.pth,0.21,0,a4
1183,1183.pth,0.92,0,a4
1184,1184.pth,0.27,0,a4
1185,1185.pth,0.97,0,a4
1186,1186.pth,0.19,0,a4
1187,1187.pth,0.99,0,a4
1188,1188.pth,0.36,0,a4
1189,1189.pth,0.81,0,a4
1190,1190.pth,0.49,0,a4
1191,1191.pth,0.85,0,a4
1192,1192.pth,0.6,0,a4
1193,1193.pth,0.93,0,a4
1194,1194.pth,0.2,0,a4
1195,1195.pth,0.92,0,a4
1196,1196.pth,0.06,0,a4
1197,1197.pth,0.94,0,a4
1198,1198.pth,0.05,0,a4
1199,1199.pth,0.87,0,a4
1200,1200.pth,0.11,0,a4
1201,1201.pth,0.94,0,a4
1202,1202.pth,0.44,0,a4
1203,1203.pth,0.82,0,a4
1204,1204.pth,0.61,0,a4
1205,1205.pth,0.89,0,a4
1206,1206.pth,0.19,0,a4
1207,1207.pth,0.91,0,a4
1208,1208.pth,0.62,0,a4
1209,1209.pth,0.85,0,a4
1210,1210.pth,0.68,0,a4
1211,1211.pth,0.88,0,a4
1212,1212.pth,0.03,0,a4
1213,1213.pth,0.97,0,a4
1214,1214.pth,0.35,0,a4
1215,1215.pth,0.86,0,a4
1216,1216.pth,0.43,0,a4
1217,1217.pth,1.0,0,a4
1218,1218.pth,0.17,0,a4
1219,1219.pth,0.81,0,a4
1220,1220.pth,0.64,0,a4
1221,1221.pth,0.78,0,a4
1222,1222.pth,0.24,0,a4
1223,1223.pth,0.88,0,a4
1224,1224.pth,0.29,0,a4
1225,1225.pth,0.72,0,a4
1226,1226.pth,0.31,0,a4
1227,1227.pth,0.93,0,a4
1228,1228.pth,0.47,0,a4
1229,1229.pth,0.88,0,a4
1230,1230.pth,0.38,0,a4
1231,1231.pth,0.78,0,a4
1232,1232.pth,0.21,0,a4
1233,1233.pth,0.87,0,a4
1234,1234.pth,0.07,0,a4
1235,1235.pth,0.92,0,a4
1236,1236.pth,0.33,0,a4
1237,1237.pth,0.9,0,a4
1238,1238.pth,0.53,0,a4
1239,1239.pth,0.9,0,a4
1240,1240.pth,0.63,0,a4
1241,1241.pth,0.93,0,a4
1242,1242.pth,0.13,0,a4
1243,1243.pth,0.91,0,a4
1244,1244.pth,0.65,0,a4
1245,1245.pth,0.84,0,a4
1246,1246.pth,0.38,0,a4
1247,1247.pth,0.77,0,a4
1248,1248.pth,0.31,0,a4
1249,1249.pth,0.77,0,a4
1250,1250.pth,0.45,0,a4
1251,1251.pth,0.87,0,a4
1252,1252.pth,0.18,0,a4
1253,1253.pth,0.9,0,a4
1254,1254.pth,0.19,0,a4
1255,1255.pth,0.73,0,a4
1256,1256.pth,0.63,0,a4
1257,1257.pth,0.92,0,a4
1258,1258.pth,0.33,0,a4
1259,1259.pth,0.76,0,a4
1260,1260.pth,0.63,0,a4
1261,1261.pth,0.75,0,a4
1262,1262.pth,0.07,0,a4
1263,1263.pth,0.8,0,a4
1264,1264.pth,0.23,0,a4
1265,1265.pth,0.77,0,a4
1266,1266.pth,0.13,0,a4
1267,1267.pth,0.73,0,a4
1268,1268.pth,0.6,0,a4
1269,1269.pth,0.94,0,a4
1270,1270.pth,0.67,0,a4
1271,1271.pth,0.84,0,a4
1272,1272.pth,0.51,0,a4
1273,1273.pth,0.87,0,a4
1274,1274.pth,0.56,0,a4
1275,1275.pth,0.93,0,a4
1276,1276.pth,0.4,0,a4
1277,1277.pth,0.92,0,a4
1278,1278.pth,0.43,0,a4
1279,1279.pth,0.82,0,a4
1280,1280.pth,0.65,0,a4
1281,1281.pth,0.86,0,a4
1282,1282.pth,0.35,0,a4
1283,1283.pth,0.8,0,a4
1284,1284.pth,0.12,0,a4
1285,1285.pth,0.81,0,a4
1286,1286.pth,0.14,0,a4
1287,1287.pth,0.82,0,a4
1288,1288.pth,0.08,0,a4
1289,1289.pth,0.86,0,a4
1290,1290.pth,0.21,0,a4
1291,1291.pth,1.0,0,a4
1292,1292.pth,0.18,0,a4
1293,1293.pth,0.85,0,a4
1294,1294.pth,0.1,0,a4
1295,1295.pth,0.95,0,a4
1296,1296.pth,0.3,0,a4
1297,1297.pth,0.71,0,a4
1298,1298.pth,0.06,0,a4
1299,1299.pth,0.87,0,a4
1300,1300.pth,0.36,0,a4
1301,1301.pth,0.99,0,a4
1302,1302.pth,0.63,0,a4
1303,1303.pth,0.74,0,a4
1304,1304.pth,0.19,0,a4
1305,1305.pth,1.0,0,a4
1306,1306.pth,0.21,0,a4
1307,1307.pth,0.92,0,a4
1308,1308.pth,0.09,0,a4
1309,1309.pth,0.98,0,a4
1310,1310.pth,0.11,0,a4
1311,1311.pth,0.83,0,a4
1312,1312.pth,0.59,0,a4
1313,1313.pth,0.85,0,a4
1314,1314.pth,0.27,0,a4
1315,1315.pth,0.71,0,a4
1316,1316.pth,0.13,0,a4
1317,1317.pth,0.8,0,a4
1318,1318.pth,0.25,0,a4
1319,1319.pth,0.87,0,a4
1320,1320.pth,0.23,0,a4
1321,1321.pth,0.93,0,a4
1322,1322.pth,0.49,0,a4
1323,1323.pth,0.95,0,a4
1324,1324.pth,0.17,0,a4
1325,1325.pth,0.96,0,a4
1326,1326.pth,0.15,0,a4
1327,1327.pth,0.87,0,a4
1328,1328.pth,0.0,0,a4
1329,1329.pth,0.75,0,a4
1330,1330.pth,0.21,0,a4
1331,1331.pth,0.94,0,a4
1332,1332.pth,0.48,0,a4
1333,1333.pth,1.0,0,a4
1334,1334.pth,0.36,0,a4
1335,1335.pth,0.77,0,a4
1336,1336.pth,0.24,0,a4
1337,1337.pth,0.79,0,a4
1338,1338.pth,0.21,0,a4
1339,1339.pth,0.92,0,a4
1340,1340.pth,0.59,0,a4
1341,1341.pth,0.96,0,a4
1342,1342.pth,0.41,0,a4
1343,1343.pth,0.88,0,a4
1344,1344.pth,0.28,0,a4
1345,1345.pth,0.89,0,a4
1346,1346.pth,0.07,0,a4
1347,1347.pth,0.95,0,a4
1348,1348.pth,0.13,0,a4
1349,1349.pth,0.71,0,a4
1350,1350.pth,0.3,0,a4
1351,1351.pth,0.91,0,a4
1352,1352.pth,0.47,0,a4
1353,1353.pth,0.93,0,a4
1354,1354.pth,0.03,0,a4
1355,1355.pth,0.75,0,a4
1356,1356.pth,0.26,0,a4
1357,1357.pth,0.84,0,a4
1358,1358.pth,0.68,0,a4
1359,1359.pth,0.74,0,a4
1360,1360.pth,0.68,0,a4
1361,1361.pth,0.72,0,a4
1362,1362.pth,0.53,0,a4
1363,1363.pth,0.76,0,a4
1364,1364.pth,0.23,0,a4
1365,1365.pth,0.97,0,a4
1366,1366.pth,0.26,0,a4
1367,1367.pth,0.91,0,a4
1368,1368.pth,0.17,0,a4
1369,1369.pth,0.99,0,a4
1370,1370.pth,0.19,0,a4
1371,1371.pth,0.96,0,a4
1372,1372.pth,0.15,0,a4
1373,1373.pth,0.71,0,a4
1374,1374.pth,0.13,0,a4
1375,1375.pth,0.71,0,a4
1376,1376.pth,0.6,0,a4
1377,1377.pth,0.74,0,a4
1378,1378.pth,0.59,0,a4
1379,1379.pth,0.95,0,a4
1380,1380.pth,0.6,0,a4
1381,1381.pth,0.78,0,a4
1382,1382.pth,0.08,0,a4
1383,1383.pth,0.84,0,a4
1384,1384.pth,0.06,0,a4
1385,1385.pth,0.77,0,a4
1386,1386.pth,0.62,0,a4
1387,1387.pth,0.95,0,a4
1388,1388.pth,0.26,0,a4
1389,1389.pth,0.91,0,a4
1390,1390.pth,0.51,0,a4
1391,1391.pth,0.9,0,a4
1392,1392.pth,0.33,0,a4
1393,1393.pth,0.98,0,a4
1394,1394.pth,0.15,0,a4
1395,1395.pth,0.95,0,a4
1396,1396.pth,0.38,0,a4
1397,1397.pth,0.96,0,a4
1398,1398.pth,0.38,0,a4
1399,1399.pth,0.81,0,a4
1400,1400.pth,0.25,0,a4
1401,1401.pth,0.79,0,a4
1402,1402.pth,0.53,0,a4
1403,1403.pth,0.92,0,a4
1404,1404.pth,0.02,0,a4
1405,1405.pth,0.75,0,a4
1406,1406.pth,0.52,0,a4
1407,1407.pth,0.89,0,a4
1408,1408.pth,0.09,0,a4
1409,1409.pth,0.91,0,a4
1410,1410.pth,0.18,0,a4
1411,1411.pth,0.8,0,a4
1412,1412.pth,0.67,0,a4
1413,1413.pth,0.89,0,a4
1414,1414.pth,0.69,0,a4
1415,1415.pth,0.94,0,a4
1416,1416.pth,0.38,0,a4
1417,1417.pth,0.79,0,a4
1418,1418.pth,0.52,0,a4
1419,1419.pth,0.76,0,a4
1420,1420.pth,0.26,0,a4
1421,1421.pth,0.88,0,a4
1422,1422.pth,0.18,0,a4
1423,1423.pth,0.98,0,a4
1424,1424.pth,0.35,0,a4
1425,1425.pth,0.76,0,a4
1426,1426.pth,0.17,0,a4
1427,1427.pth,0.75,0,a4
1428,1428.pth,0.42,0,a4
1429,1429.pth,0.98,0,a4
1430,1430.pth,0.47,0,a4
1431,1431.pth,0.78,0,a4
1432,1432.pth,0.03,0,a4
1433,1433.pth,0.79,0,a4
1434,1434.pth,0.52,0,a4
1435,1435.pth,0.93,0,a4
1436,1436.pth,0.01,0,a4
1437,1437.pth,0.81,0,a4
1438,1438.pth,0.23,0,a4
1439,1439.pth,0.78,0,a4
1440,1440.pth,0.44,0,a4
1441,1441.pth,0.72,0,a4
1442,1442.pth,0.47,0,a4
1443,1443.pth,0.98,0,a4
1444,1444.pth,0.37,0,a4
1445,1445.pth,0.74,0,a4
1446,1446.pth,0.61,0,a4
1447,1447.pth,0.98,0,a4
1448,1448.pth,0.3,0,a4
1449,1449.pth,0.89,0,a4
1450,1450.pth,0.13,0,a4
1451,1451.pth,0.77,0,a4
1452,1452.pth,0.53,0,a4
1453,1453.pth,0.78,0,a4
1454,1454.pth,0.46,0,a4
1455,1455.pth,0.83,0,a4
1456,1456.pth,0.45,0,a4
1457,1457.pth,0.88,0,a4
1458,1458.pth,0.1,0,a4
1459,1459.pth,0.87,0,a4
1460,1460.pth,0.04,0,a4
1461,1461.pth,0.85,0,a4
1462,1462.pth,0.34,0,a4
1463,1463.pth,0.8,0,a4
1464,1464.pth,0.34,0,a4
1465,1465.pth,0.7,0,a4
1466,1466.pth,0.07,0,a4
1467,1467.pth,0.85,0,a4
1468,1468.pth,0.46,0,a4
1469,1469.pth,0.86,0,a4
1470,1470.pth,0.36,0,a4
1471,1471.pth,0.79,0,a4
1472,1472.pth,0.64,0,a4
1473,1473.pth,0.97,0,a4
1474,1474.pth,0.01,0,a4
1475,1475.pth,1.0,0,a4
1476,1476.pth,0.39,0,a4
1477,1477.pth,0.73,0,a4
1478,1478.pth,0.31,0,a4
1479,1479.pth,0.78,0,a4
1480,1480.pth,0.5,0,a4
1481,1481.pth,0.94,0,a4
1482,1482.pth,0.03,0,a4
1483,1483.pth,1.0,0,a4
1484,1484.pth,0.56,0,a4
1485,1485.pth,0.77,0,a4
1486,1486.pth,0.32,0,a4
1487,1487.pth,0.72,0,a4
1488,1488.pth,0.38,0,a4
1489,1489.pth,0.73,0,a4
1490,1490.pth,0.59,0,a4
1491,1491.pth,0.71,0,a4
1492,1492.pth,0.09,0,a4
1493,1493.pth,0.74,0,a4
1494,1494.pth,0.29,0,a4
1495,1495.pth,0.7,0,a4
1496,1496.pth,0.47,0,a4
1497,1497.pth,0.91,0,a4
1498,1498.pth,0.55,0,a4
1499,1499.pth,0.87,0,a4
1500,1500.pth,0.65,1,a4
1501,1501.pth,0.78,1,a4
1502,1502.pth,0.65,1,a4
1503,1503.pth,0.91,1,a4
1504,1504.pth,0.38,1,a4
1505,1505.pth,0.72,1,a4
1506,1506.pth,0.65,1,a4
1507,1507.pth,1.0,1,a4
1508,1508.pth,0.5,1,a4
1509,1509.pth,0.7,1,a4
1510,1510.pth,0.68,1,a4
1511,1511.pth,0.81,1,a4
1512,1512.pth,0.19,1,a4
1513,1513.pth,0.7,1,a4
1514,1514.pth,0.42,1,a4
1515,1515.pth,0.77,1,a4
1516,1516.pth,0.5,1,a4
1517,1517.pth,0.79,1,a4
1518,1518.pth,0.28,1,a4
1519,1519.pth,0.89,1,a4
1520,1520.pth,0.17,1,a4
1521,1521.pth,0.86,1,a4
1522,1522.pth,0.43,1,a4
1523,1523.pth,0.89,1,a4
1524,1524.pth,0.14,1,a4
1525,1525.pth,0.95,1,a4
1526,1526.pth,0.18,1,a4
1527,1527.pth,0.73,1,a4
1528,1528.pth,0.61,1,a4
1529,1529.pth,0.81,1,a4
1530,1530.pth,0.12,1,a4
1531,1531.pth,0.76,1,a4
1532,1532.pth,0.47,1,a4
1533,1533.pth,0.96,1,a4
1534,1534.pth,0.3,1,a4
1535,1535.pth,1.0,1,a4
1536,1536.pth,0.05,1,a4
1537,1537.pth,0.96,1,a4
1538,1538.pth,0.61,1,a4
1539,1539.pth,0.9,1,a4
1540,1540.pth,0.08,1,a4
1541,1541.pth,0.78,1,a4
1542,1542.pth,0.26,1,a4
1543,1543.pth,0.82,1,a4
1544,1544.pth,0.53,1,a4
1545,1545.pth,0.89,1,a4
1546,1546.pth,0.25,1,a4
1547,1547.pth,0.94,1,a4
1548,1548.pth,0.54,1,a4
1549,1549.pth,0.84,1,a4
1550,1550.pth,0.46,1,a4
1551,1551.pth,0.93,1,a4
1552,1552.pth,0.19,1,a4
1553,1553.pth,0.71,1,a4
1554,1554.pth,0.66,1,a4
1555,1555.pth,0.98,1,a4
1556,1556.pth,0.6,1,a4
1557,1557.pth,0.77,1,a4
1558,1558.pth,0.42,1,a4
1559,1559.pth,0.8,1,a4
1560,1560.pth,0.59,1,a4
1561,1561.pth,0.89,1,a4
1562,1562.pth,0.55,1,a4
1563,1563.pth,0.87,1,a4
1564,1564.pth,0.21,1,a4
1565,1565.pth,0.74,1,a4
1566,1566.pth,0.3,1,a4
1567,1567.pth,0.99,1,a4
1568,1568.pth,0.41,1,a4
1569,1569.pth,0.71,1,a4
1570,1570.pth,0.68,1,a4
1571,1571.pth,0.92,1,a4
1572,1572.pth,0.14,1,a4
1573,1573.pth,0.99,1,a4
1574,1574.pth,0.44,1,a4
1575,1575.pth,0.74,1,a4
1576,1576.pth,0.07,1,a4
1577,1577.pth,0.89,1,a4
1578,1578.pth,0.53,1,a4
1579,1579.pth,0.83,1,a4
1580,1580.pth,0.26,1,a4
1581,1581.pth,0.93,1,a4
1582,1582.pth,0.1,1,a4
1583,1583.pth,0.76,1,a4
1584,1584.pth,0.26,1,a4
1585,1585.pth,0.7,1,a4
1586,1586.pth,0.5,1,a4
1587,1587.pth,0.99,1,a4
1588,1588.pth,0.46,1,a4
1589,1589.pth,0.94,1,a4
1590,1590.pth,0.01,1,a4
1591,1591.pth,0.89,1,a4
1592,1592.pth,0.06,1,a4
1593,1593.pth,0.83,1,a4
1594,1594.pth,0.41,1,a4
1595,1595.pth,0.92,1,a4
1596,1596.pth,0.1,1,a4
1597,1597.pth,0.82,1,a4
1598,1598.pth,0.68,1,a4
1599,1599.pth,1.0,1,a4
1600,1600.pth,0.46,1,a4
1601,1601.pth,0.82,1,a4
1602,1602.pth,0.29,1,a4
1603,1603.pth,0.71,1,a4
1604,1604.pth,0.41,1,a4
1605,1605.pth,0.8,1,a4
1606,1606.pth,0.69,1,a4
1607,1607.pth,0.91,1,a4
1608,1608.pth,0.44,1,a4
1609,1609.pth,0.98,1,a4
1610,1610.pth,0.22,1,a4
1611,1611.pth,0.76,1,a4
1612,1612.pth,0.12,1,a4
1613,1613.pth,0.99,1,a4
1614,1614.pth,0.32,1,a4
1615,1615.pth,0.79,1,a4
1616,1616.pth,0.46,1,a4
1617,1617.pth,0.79,1,a4
1618,1618.pth,0.5,1,a4
1619,1619.pth,0.97,1,a4
1620,1620.pth,0.66,1,a4
1621,1621.pth,0.93,1,a4
1622,1622.pth,0.56,1,a4
1623,1623.pth,0.85,1,a4
1624,1624.pth,0.62,1,a4
1625,1625.pth,0.74,1,a4
1626,1626.pth,0.62,1,a4
1627,1627.pth,0.77,1,a4
1628,1628.pth,0.22,1,a4
1629,1629.pth,0.73,1,a4
1630,1630.pth,0.18,1,a4
1631,1631.pth,0.7,1,a4
1632,1632.pth,0.05,1,a4
1633,1633.pth,0.74,1,a4
1634,1634.pth,0.13,1,a4
1635,1635.pth,0.88,1,a4
1636,1636.pth,0.1,1,a4
1637,1637.pth,0.81,1,a4
1638,1638.pth,0.27,1,a4
1639,1639.pth,0.95,1,a4
1640,1640.pth,0.39,1,a4
1641,1641.pth,0.79,1,a4
1642,1642.pth,0.37,1,a4
1643,1643.pth,0.72,1,a4
1644,1644.pth,0.33,1,a4
1645,1645.pth,0.72,1,a4
1646,1646.pth,0.41,1,a4
1647,1647.pth,0.97,1,a4
1648,1648.pth,0.08,1,a4
1649,1649.pth,0.77,1,a4
1650,1650.pth,0.51,1,a4
1651,1651.pth,0.89,1,a4
1652,1652.pth,0.27,1,a4
1653,1653.pth,0.97,1,a4
1654,1654.pth,0.2,1,a4
1655,1655.pth,0.71,1,a4
1656,1656.pth,0.33,1,a4
1657,1657.pth,0.72,1,a4
1658,1658.pth,0.12,1,a4
1659,1659.pth,0.82,1,a4
1660,1660.pth,0.14,1,a4
1661,1661.pth,0.81,1,a4
1662,1662.pth,0.55,1,a4
1663,1663.pth,0.94,1,a4
